Weight    Value     
    24    24        
    62    20        
    31    94        
    68    36        
    64    68        
    72    44        
    29    86        
    22    73        
    93    11        
    60    22        
     9    43        
    56    56        
    63    61        
    60    31        
    28    7         
    73    85        
    99    41        
    36    25        
     8    22        
     7    62        
    45    56        
    11    73        
     7    19        
    15    59        
    13    81        
    48    1         
    25    29        
    42    2         
    36    21        
    54    96        
    10    73        
    69    22        
    69    21        
    49    58        
    70    78        
     3    20        
    67    72        
    76    77        
   100    11        
    13    98        
    53    33        
    32    64        
    33    1         
    90    57        
     4    39        
    32    74        
    96    30        
    54    45        
     8    75        
    71    99        
    46    38        
    44    61        
    56    15        
    57    56        
    78    12        
    24    29        
    75    85        
    97    97        
    58    49        
     3    43        
     9    43        
    97    8         
    27    75        
    73    9         
    94    33        
    41    65        
    92    52        
    72    26        
    66    64        
     7    36        
    27    25        
     9    33        
    75    56        
    14    3         
    82    100       
    21    40        
    27    76        
    60    92        
    39    90        
    22    38        
    32    94        
    80    71        
    80    13        
    48    60        
    93    59        
    30    50        
     8    93        
    17    42        
    19    98        
    55    40        
    16    34        
    40    70        
    12    83        
    26    86        
    79    75        
    38    28        
    45    20        
    44    63        
    45    99        
    13    99        
    57    60        
    50    23        
    88    52        
    52    16        
    82    72        
    55    77        
    64    15        
    44    43        
     2    43        
     5    40        
    56    80        
    65    76        
    58    18        
     7    93        
    10    100       
    96    41        
    45    23        
    17    39        
    77    32        
    26    1         
    75    95        
    83    42        
    21    37        
    64    47        
    15    94        
    40    36        
    87    5         
     5    21        
    96    98        
    19    3         
    42    62        
    22    96        
    79    38        
    91    4         
    88    3         
    49    29        
    69    74        
    48    45        
    81    64        
    32    92        
    89    49        
    54    76        
    60    78        
    15    95        
    29    36        
    70    38        
    91    87        
    76    73        
    87    22        
    64    22        
    96    65        
    31    52        
     6    15        
     5    98        
     3    65        
    54    86        
    79    44        
    65    88        
    82    63        
    70    42        
    20    32        
    52    84        
    21    95        
    88    94        
    43    88        
     4    85        
    24    52        
    83    41        
    13    88        
    91    62        
    91    29        
    56    87        
    77    80        
    86    86        
     2    91        
    37    90        
    32    12        
    25    1         
    19    1         
     2    77        
    24    79        
    61    53        
    77    40        
    14    41        
    58    100       
    50    31        
    77    38        
    13    8         
    76    90        
    30    57        
    47    43        
   100    52        
    43    24        
    36    53        
    32    98        
    60    51        
    80    17        
    55    59        
     8    5         
    66    59        
    69    19        
    36    14        
    79    14        
    98    68        
    48    46        
    18    22        
    62    27        
    69    29        
    54    33        
    36    60        
    41    57        
    60    23        
     1    32        
    12    36        
    61    52        
    52    51        
    62    61        
     2    71        
    56    43        
    99    55        
    37    49        
    33    21        
    90    6         
    50    51        
     4    67        
    20    35        
    33    48        
    16    4         
    81    47        
    28    29        
    47    26        
    44    46        
    46    67        
    44    89        
    64    66        
    34    33        
    43    39        
    23    45        
    26    21        
    41    57        
    75    88        
    15    83        
    58    6         
    92    64        
    51    25        
    36    37        
    33    75        
    77    24        
    65    89        
    98    48        
    53    70        
    51    6         
    74    60        
    50    47        
    97    46        
    70    21        
    82    68        
    34    91        
    12    11        
    15    7         
    25    85        
    86    60        
    31    60        
    32    54        
    67    13        
    28    30        
    98    49        
    42    21        
    98    2         
    96    34        
    23    49        
    32    58        
    20    46        
    27    49        
    53    19        
    54    46        
    68    9         
    95    75        
    44    2         
    65    58        
    55    26        
    30    38        
     4    34        
    22    76        
    45    16        
    74    40        
    16    29        
    53    52        
    73    1         
    71    26        
     8    34        
    22    31        
    90    57        
    71    21        
    62    82        
    52    82        
    74    16        
    49    30        
    23    83        
    33    75        
    53    38        
    85    33        
    40    2         
    34    24        
    56    66        
    72    18        
    46    30        
    39    19        
    90    31        
    92    91        
     8    93        
    84    77        
    87    5         
    87    84        
    31    64        
    98    99        
    25    79        
    46    50        
    12    35        
    84    18        
    62    86        
    17    46        
     6    87        
    37    77        
    57    19        
    83    68        
    68    12        
    37    52        
    69    97        
    25    59        
    50    16        
    33    19        
    27    77        
    10    5         
    27    84        
    14    56        
    91    94        
     2    35        
    67    17        
    41    4         
    73    47        
    55    48        
     2    55        
    26    93        
    83    53        
    38    26        
    78    37        
    80    66        
    72    63        
    55    14        
    34    82        
    21    4         
    22    33        
    27    39        
    29    13        
    19    31        
    79    23        
    38    36        
    44    97        
    88    47        
    46    34        
    27    91        
    73    53        
    11    94        
    56    60        
    56    9         
    68    100       
    55    76        
    71    84        
    46    32        
    24    19        
     6    82        
    86    66        
     5    85        
    73    20        
    89    86        
    50    80        
    78    33        
    43    24        
    92    75        
    85    95        
    94    11        
    69    23        
    18    58        
    69    57        
    52    13        
    77    65        
    74    5         
    53    87        
    78    12        
    22    96        
    21    28        
    57    66        
    86    93        
    41    6         
    72    8         
    21    30        
    57    10        
    26    57        
    14    25        
    13    91        
    63    48        
    78    44        
    19    64        
    23    31        
    71    1         
    33    68        
    30    29        
    59    99        
    89    82        
    32    33        
    16    85        
    26    74        
    69    66        
    39    20        
    99    90        
    94    75        
    38    78        
     5    96        
    98    59        
    77    39        
    10    82        
    69    65        
   100    21        
    59    95        
    50    47        
     5    21        
    27    25        
    19    83        
    62    70        
    40    31        
    56    7         
    70    96        
    76    67        
    34    63        
    85    29        
    56    93        
    88    65        
    70    29        
    72    75        
    23    48        
    38    50        
    84    71        
    75    5         
     2    30        
    64    31        
    74    49        
    14    68        
    77    86        
    25    52        
    80    90        
    30    100       
    78    14        
     5    72        
    32    99        
    28    98        
    22    94        
     4    1         
    27    57        
    12    91        
    47    69        
    37    45        
    39    20        
    57    18        
    19    25        
    88    85        
    95    59        
    25    71        
    18    66        
    95    69        
    58    45        
    83    79        
    43    80        
    48    95        
    54    20        
    54    49        
    40    50        
    95    100       
    68    34        
    30    5         
    18    95        
    33    37        
     2    10        
    18    19        
     3    90        
    54    10        
    78    19        
    91    51        
    53    30        
    39    38        
    50    77        
    66    44        
    12    99        
    22    32        
    17    94        
    87    73        
    43    22        
    44    18        
    13    8         
    83    2         
    10    23        
    17    52        
    23    36        
     7    83        
    46    67        
    19    50        
    52    26        
    58    44        
    24    54        
    97    79        
    53    80        
    40    61        
    63    48        
    64    68        
    63    67        
    47    88        
    47    60        
    53    89        
    18    69        
    50    40        
    12    85        
    57    15        
    51    99        
    45    31        
    31    64        
    74    97        
    41    66        
    84    95        
     6    99        
    82    79        
    84    16        
    40    87        
    99    6         
    48    35        
    69    32        
    13    68        
    17    84        
     5    31        
    89    9         
    41    66        
    33    65        
    36    84        
    98    88        
    43    36        
    19    12        
    24    73        
    73    45        
    31    76        
    40    97        
     3    25        
    46    73        
    12    70        
    17    42        
     7    9         
    47    27        
    14    14        
    12    93        
    45    91        
    11    59        
    12    65        
   100    21        
    14    43        
    92    64        
    42    58        
    49    50        
    60    61        
    49    71        
    62    23        
    61    89        
    78    86        
    33    36        
    83    100       
    56    98        
    20    15        
    32    27        
    36    6         
    93    66        
    31    43        
    92    15        
    96    34        
    75    18        
     5    3         
    77    92        
    94    10        
    38    2         
    62    14        
    83    55        
     1    84        
    55    74        
    51    58        
     9    90        
    93    75        
    42    29        
    86    83        
    19    1         
    77    41        
    55    86        
     4    77        
    47    63        
    57    46        
    78    86        
    40    53        
    48    60        
    14    24        
    49    98        
    34    38        
     8    16        
    73    44        
    53    97        
    14    33        
    50    39        
    46    49        
    52    67        
    74    50        
    92    61        
    10    53        
    22    27        
    62    71        
    58    38        
    93    70        
    94    2         
    38    36        
    84    10        
    43    81        
    71    95        
    27    26        
    72    94        
    16    16        
    93    65        
    62    90        
    53    95        
    34    56        
    60    69        
    90    70        
    70    77        
    90    66        
    18    36        
     8    41        
    60    4         
    85    92        
    64    40        
    78    92        
    27    82        
    68    26        
    67    5         
    80    52        
     8    91        
    70    24        
    14    76        
    68    95        
    45    24        
     9    40        
    50    16        
    17    8         
    26    58        
    35    2         
    49    20        
    25    48        
    95    10        
    87    23        
    57    91        
    73    3         
    90    94        
    86    76        
    97    79        
    94    64        
    59    20        
    78    82        
    55    12        
    31    2         
    45    69        
    74    61        
    48    51        
    31    4         
    19    41        
    28    12        
    79    62        
    30    41        
     6    21        
    84    18        
     7    14        
    32    36        
    74    33        
    74    54        
    79    30        
    63    97        
    12    94        
    78    77        
    35    96        
    59    31        
    62    29        
    48    44        
    15    99        
    80    43        
    86    51        
    21    1         
    65    83        
    91    56        
    64    38        
    69    16        
    22    58        
    69    27        
    88    36        
    55    72        
    42    11        
    39    75        
    30    65        
    90    24        
    95    94        
    73    3         
    56    99        
    45    13        
    89    52        
     2    58        
    23    76        
    43    66        
    71    88        
    31    79        
    82    76        
    63    75        
     5    80        
    20    68        
    36    60        
    41    22        
    35    77        
    41    14        
     9    66        
    71    7         
    59    32        
    61    35        
    32    73        
    36    16        
    45    9         
     9    10        
     8    18        
     6    18        
    75    61        
    72    51        
    76    59        
     4    7         
    31    27        
    68    95        
    11    41        
    66    64        
    38    2         
    10    39        
    48    76        
    70    77        
    38    47        
    22    79        
    30    70        
    18    3         
    68    88        
    36    37        
    44    86        
    46    77        
    22    12        
    19    80        
    34    31        
    14    11        
    16    14        
    47    86        
     7    79        
    75    68        
    92    5         
    94    46        
    90    88        
    55    7         
    60    20        
     1    13        
    33    88        
    18    61        
    59    94        
    38    61        
    74    79        
    87    6         
    21    94        
    33    28        
    31    35        
    84    52        
    24    68        
   100    19        
     8    12        
    73    28        
     8    71        
    79    32        
     4    67        
    38    71        
    48    77        
    76    9         
    24    64        
     7    62        
    30    18        
    25    66        
    98    94        
    19    41        
    38    84        
    93    52        
    78    31        
    26    4         
    28    77        
    84    56        
    43    15        
    74    23        
    15    3         
    46    55        
    96    45        
    47    44        
    67    18        
    25    31        
    95    14        
    23    98        
    84    78        
    82    20        
    84    53        
     4    97        
    16    74        
    95    83        
    18    67        
    37    11        
    48    63        
    50    8         
    99    62        
    68    35        
    48    38        
    39    65        
    48    3         
    46    32        
    82    75        
    19    23        
    35    13        
    40    33        
    21    63        
    22    3         
    74    25        
    35    53        
    34    95        
    62    26        
    18    100       
    94    98        
    27    93        
    72    21        
    30    86        
    48    61        
    40    29        
    78    41        
    24    85        
    62    98        
    83    31        
    18    33        
    27    99        
    90    83        
    69    2         
    31    35        
    46    52        
    51    17        
    60    94        
    56    97        
    63    81        
    58    39        
    47    93        
    18    43        
    93    57        
    54    3         
    54    83        
     3    83        
    33    26        
    86    80        
    66    73        
    85    85        
    33    29        
    78    84        
    77    29        
    83    17        
    46    19        
    59    60        
    49    82        
    65    89        
    16    93        
    39    81        
    23    47        
    54    94        
    98    47        
    98    7         
    40    22        
    68    38        
    72    37        
    97    82        
     2    7         
    58    30        
    53    6         
    95    82        
    49    34        
    38    40        
    21    54        
    62    14        
    52    67        
    69    28        
     9    69        
     4    15        
    42    45        
    90    72        
    24    22        
    94    78        
    14    56        
     1    17        
    38    41        
    57    91        
    60    44        
    97    44        
    22    11        
    29    61        
    80    25        
    23    58        
    90    25        
     8    43        
    78    10        
    59    70        
    79    27        
     6    84        
    23    11        
     6    95        
    17    70        
     9    5         
    12    100       
    85    82        
    58    46        
    12    12        
    25    66        
    15    96        
    51    8         
    50    31        
    98    37        
     1    2         
    31    90        
    45    35        
    23    40        
    89    97        
    12    28        
    74    7         
    62    29        
    31    95        
    12    23        
    90    8         
    95    62        
    70    11        
    63    38        
    87    49        
    98    58        
    16    81        
    91    99        
    19    38        
    54    39        
    97    36        
    62    97        
    29    59        
    36    29        
    46    97        
    56    50        
    38    47        
    24    87        
    98    40        
    71    9         
    86    21        
    80    39        
    14    80        
    88    31        
     5    7         
    37    17        
    24    27        
    90    47        
    77    38        
    87    83        
    44    51        
    61    33        
     1    51        
    99    41        
    43    92        
    79    79        
     2    18        
    90    24        
    11    59        
    30    49        
    74    36        
    14    62        
    13    35        
    26    86        
    12    28        
    89    45        
    12    91        
    51    9         
     5    80        
    33    32        
    71    63        
     6    13        
    35    100       
    38    47        
     5    10        
    26    10        
    67    12        
    61    96        
    21    89        
    31    81        
    40    11        
    24    36        
    23    73        
    28    90        
    58    53        
    85    90        
    53    79        
    38    15        
    93    79        
    74    31        
    60    54        
    84    51        
    41    95        
    31    64        
    54    81        
    72    91        
    18    33        
    65    11        
    79    12        
    20    15        
     7    16        
    48    20        
    14    72        
    17    71        
    18    38        
    88    71        
    47    74        
    29    31        
    58    11        
     7    26        
    20    34        
    98    83        
    77    59        
    85    65        
    89    89        
    75    51        
    22    65        
    23    7         
    89    84        
    47    94        
    98    8         
    90    54        
    72    85        
    32    50        
    93    37        
    49    82        
    69    100       
    59    61        
    68    33        
    69    64        
     3    94        
    17    77        
    18    98        
    48    92        
    95    10        
    61    20        
    80    31        
    32    7         
    80    92        
    91    55        
    95    34        
    78    39        
    98    13        
    49    56        
    34    33        
    10    3         
    29    65        
    59    52        
    71    2         
    94    50        
    84    89        
    41    77        
     4    12        
    11    77        
    71    67        
    78    48        
    71    37        
    51    69        
    97    10        
    79    85        
    17    99        
    16    57        
     5    99        
    30    98        
    85    31        
    35    5         
    36    66        
    70    46        
    17    39        
    68    50        
    78    50        
    94    37        
    10    52        
     1    27        
    45    39        
    98    55        
    54    89        
    98    36        
    43    44        
    59    41        
    36    49        
     8    70        
    85    78        
    66    79        
    78    87        
    47    84        
     4    27        
    45    62        
    64    31        
    53    84        
     2    83        
    71    72        
    44    84        
    38    93        
    39    97        
    28    38        
    43    95        
    65    61        
    75    37        
    18    42        
    11    87        
    52    25        
    86    95        
    36    73        
    20    23        
    17    48        
    77    68        
    96    43        
    57    23        
    15    18        
     2    9         
    82    2         
    97    6         
    61    47        
    23    18        
    16    23        
    21    22        
    39    3         
    41    78        
    77    51        
    74    47        
    90    23        
    74    90        
    15    42        
    77    28        
    69    100       
    55    4         
    29    20        
    91    60        
    61    67        
    38    59        
    26    76        
    31    80        
    65    93        
    33    21        
    43    85        
    85    56        
    66    51        
    37    34        
    85    36        
     7    49        
    55    44        
    54    14        
    89    77        
    26    49        
    75    62        
    84    22        
     1    22        
     4    52        
     9    5         
    87    9         
    92    99        
    99    77        
    80    60        
    92    24        
    65    66        
     1    84        
    65    94        
    21    10        
    40    97        
    55    8         
    45    100       
    84    11        
    71    33        
    51    24        
    67    98        
    53    82        
    45    77        
    44    75        
     4    56        
    58    53        
    31    84        
    97    99        
     5    44        
    94    30        
    80    95        
    84    19        
    78    100       
    63    25        
    97    19        
    73    27        
    32    45        
    13    15        
    26    86        
    71    79        
     2    24        
     5    58        
    12    58        
    88    42        
     4    37        
    97    19        
     6    87        
     5    8         
    77    92        
    14    18        
    66    97        
    15    65        
    25    15        
    53    34        
    55    62        
    57    82        
    62    8         
    55    62        
    22    69        
    12    31        
    14    24        
    89    3         
     7    1         
    92    66        
    85    4         
    12    47        
    91    4         
    32    36        
    80    45        
    48    17        
    17    82        
    80    6         
    21    85        
    68    28        
    57    82        
    55    62        
    79    10        
    36    88        
    34    83        
   100    2         
    36    83        
    99    25        
    77    30        
    24    38        
    15    51        
    66    71        
    20    88        
    72    97        
    16    12        
    72    96        
    68    32        
    44    100       
    41    24        
    22    12        
    47    63        
    22    90        
    70    13        
    37    90        
    78    21        
    91    76        
    60    89        
     6    16        
    91    62        
    22    18        
    50    41        
    77    23        
    75    54        
    85    23        
    56    46        
    36    24        
    11    6         
    66    54        
    53    36        
    65    61        
     6    21        
    60    2         
    18    26        
    45    28        
    64    12        
    64    81        
    74    95        
    77    57        
    27    40        
    83    35        
    69    4         
    26    16        
    40    74        
    96    50        
    50    27        
     9    4         
    58    83        
     7    62        
    50    66        
    17    59        
    15    5         
    57    58        
    11    93        
    63    71        
    45    100       
    40    37        
    96    42        
    10    24        
    73    87        
    17    33        
    30    18        
    33    70        
    28    26        
    61    33        
    18    96        
    93    80        
    41    32        
    31    58        
    60    30        
    68    97        
    23    62        
    14    90        
     9    37        
    72    68        
    10    72        
    70    46        
    14    2         
    54    54        
    73    2         
    22    77        
    86    29        
    96    15        
    55    73        
    71    52        
    75    28        
    17    33        
    40    14        
    96    18        
    16    9         
    65    2         
    10    66        
    65    79        
    80    62        
     5    62        
    29    76        
    14    24        
    62    39        
    89    36        
     1    63        
     9    4         
    44    39        
    39    27        
    77    20        
    48    26        
    87    58        
    11    53        
    34    100       
    36    92        
    97    97        
    63    15        
    82    27        
    57    29        
    41    94        
    82    2         
    33    47        
    76    65        
    61    95        
    45    61        
    50    69        
    36    77        
    77    66        
    77    9         
    57    28        
    41    17        
    65    79        
    75    96        
    97    79        
    41    75        
    49    8         
    45    69        
    62    34        
    96    42        
     2    76        
    80    22        
    45    82        
    46    28        
    25    1         
    82    9         
    25    90        
    31    61        
    68    49        
    62    38        
    97    27        
    74    3         
     7    34        
     2    60        
    78    13        
    59    34        
     7    50        
    59    35        
    83    34        
    16    40        
    33    81        
    53    41        
    70    22        
     1    83        
    11    19        
    51    51        
    25    37        
    49    76        
    48    52        
    94    56        
     7    31        
    49    92        
    64    30        
    26    5         
     1    57        
    71    54        
    96    33        
    35    31        
    75    80        
     9    94        
    16    3         
    88    51        
    77    61        
    47    39        
    97    62        
    85    64        
    90    94        
    47    31        
    18    48        
    97    33        
    99    22        
    73    85        
    88    23        
    18    67        
    52    20        
    75    19        
    30    13        
    82    49        
    20    3         
    66    52        
     6    64        
    92    19        
    79    4         
    92    99        
    10    22        
    79    65        
    25    44        
    75    66        
    91    44        
     9    81        
     4    59        
    89    58        
    88    98        
    78    90        
    65    86        
    27    37        
    26    36        
    74    8         
     3    12        
    94    80        
    50    1         
    19    98        
    16    73        
    61    42        
    27    38        
    30    7         
    62    21        
    65    58        
    23    60        
    14    79        
    52    23        
    65    66        
     4    25        
    63    36        
    26    35        
   100    40        
    30    76        
    19    12        
    93    34        
    61    97        
    92    58        
    48    48        
    15    99        
    81    83        
    31    99        
    14    43        
    65    60        
    28    44        
    25    74        
    76    27        
    69    40        
    25    95        
    15    99        
    85    42        
    44    1         
    20    95        
    57    59        
    21    97        
     7    8         
    29    9         
    58    44        
    64    40        
    73    80        
    83    26        
    39    25        
     6    60        
    41    97        
    36    100       
    79    78        
    43    22        
    79    58        
     9    74        
    67    95        
    87    95        
    97    20        
     4    2         
    73    97        
    82    61        
    67    17        
    53    94        
    63    35        
    35    38        
    75    26        
    76    1         
    82    24        
    98    29        
    57    73        
     3    96        
    15    67        
     3    88        
    57    19        
     3    57        
    84    60        
    53    57        
    60    22        
    76    12        
     1    83        
    79    99        
    84    33        
    24    60        
     5    54        
    81    88        
    19    82        
    35    54        
    71    77        
    46    33        
    87    28        
     2    39        
    28    71        
    85    60        
    99    65        
    60    29        
    95    7         
    98    56        
    94    8         
    70    22        
    75    36        
    40    11        
    83    25        
    36    65        
    88    14        
    46    78        
    26    92        
    56    2         
    68    95        
    37    69        
    91    44        
     5    90        
    23    82        
    25    31        
    87    87        
    44    26        
    47    33        
    13    52        
    49    44        
    99    91        
    17    77        
    48    20        
    78    87        
    58    36        
    84    55        
    44    68        
    57    56        
    77    90        
    69    43        
    83    76        
    45    4         
    30    93        
     4    69        
    49    53        
    73    44        
    44    92        
    85    38        
    84    40        
    16    24        
    63    75        
    42    96        
    26    50        
    72    42        
    30    48        
    53    1         
    34    37        
    79    10        
    66    23        
    43    14        
    36    95        
    47    88        
    83    63        
    67    70        
    83    86        
    58    97        
    11    11        
    71    14        
    17    86        
    15    34        
     3    83        
    92    59        
    58    22        
    63    97        
    43    63        
    31    57        
    65    18        
    13    3         
    76    26        
    28    28        
    77    48        
    52    3         
    32    35        
   100    14        
     6    59        
    17    46        
    55    98        
    87    47        
    84    58        
    43    4         
    73    94        
    71    38        
    72    80        
    48    31        
    26    45        
    56    13        
    82    21        
    65    16        
    72    38        
    98    74        
    43    96        
    23    11        
    87    78        
    25    33        
    47    56        
    78    34        
    54    23        
    43    25        
    56    28        
    34    88        
    29    56        
    73    25        
    99    88        
    20    58        
     7    33        
     5    31        
    68    38        
    60    87        
    27    25        
     9    91        
    71    31        
    73    75        
    80    69        
     6    24        
     7    21        
     9    3         
    93    16        
    36    23        
    79    90        
    45    42        
    51    97        
    51    60        
    47    83        
    64    7         
     4    20        
    28    54        
    50    8         
     6    8         
    61    52        
    34    96        
    10    61        
    54    62        
    75    13        
    80    68        
    58    50        
    66    80        
    49    97        
    63    4         
    91    1         
    66    44        
    76    3         
    74    92        
    63    73        
    74    9         
    15    55        
    70    10        
    80    89        
    56    59        
    65    1         
    57    12        
    17    47        
    46    62        
    85    30        
    51    94        
    26    66        
    74    7         
    46    7         
    43    96        
    25    72        
    55    67        
    71    93        
    60    23        
    81    33        
    56    52        
    24    69        
     2    39        
     6    46        
    17    69        
    52    84        
    88    51        
    47    7         
    57    2         
    65    48        
    65    59        
     7    56        
    73    100       
     1    49        
    28    94        
    34    78        
    95    50        
    17    93        
    70    47        
   100    93        
    36    50        
    64    99        
    35    2         
    61    7         
    46    76        
    88    22        
    67    2         
    87    18        
    65    58        
    93    52        
    11    26        
    87    17        
    12    23        
     3    26        
    39    20        
    24    49        
    41    5         
    85    67        
    88    94        
    18    80        
    99    99        
    47    73        
    63    99        
    40    80        
    28    20        
    25    65        
    77    65        
    27    55        
    70    8         
    54    77        
    25    82        
    18    62        
    62    38        
    47    20        
    80    11        
    86    30        
    51    64        
    14    84        
    86    21        
    30    20        
    60    37        
    62    54        
     6    35        
    59    20        
    52    90        
     7    18        
    40    18        
    64    53        
     9    30        
   100    73        
    57    50        
    43    100       
    20    60        
    92    4         
    72    79        
    44    71        
    25    33        
    50    45        
    60    32        
    50    1         
    70    35        
   100    92        
    89    18        
    10    92        
    51    31        
    93    56        
    45    50        
    78    69        
    19    74        
     7    18        
    73    85        
     2    80        
    96    51        
    42    9         
     6    42        
    41    34        
    45    74        
    27    10        
    12    1         
    38    65        
    97    49        
    60    36        
    25    8         
    32    54        
    16    68        
    27    54        
    67    10        
    21    45        
    43    12        
    63    63        
     7    100       
    15    64        
    48    74        
    87    85        
     2    43        
    66    79        
    22    27        
     3    99        
    46    57        
    71    47        
    73    97        
    75    19        
    63    77        
    93    75        
    20    43        
     5    99        
    74    88        
     8    40        
    28    74        
    25    47        
    71    7         
    14    17        
    58    91        
    90    5         
    79    74        
    35    86        
    75    79        
    87    98        
    31    98        
    89    33        
    70    98        
    24    7         
     5    10        
    11    39        
    93    20        
    99    13        
    61    94        
    42    36        
    52    77        
    61    51        
    23    38        
     5    34        
    48    93        
    67    30        
    52    27        
    74    5         
    96    7         
    49    5         
     1    19        
    61    71        
    39    3         
    11    94        
    32    90        
    50    35        
    10    24        
    36    43        
    27    33        
     9    25        
    25    44        
    18    67        
    38    16        
    72    8         
    80    49        
    52    86        
    86    83        
    63    78        
    30    51        
    60    40        
    11    72        
    71    33        
    39    64        
    78    59        
    79    13        
     8    4         
    32    14        
    42    15        
    81    28        
    83    67        
    93    16        
    36    32        
    85    48        
    13    99        
     5    56        
    12    29        
    62    37        
     5    93        
    10    82        
    22    87        
    69    44        
     8    68        
    44    74        
    67    67        
    54    58        
     5    86        
    55    78        
    33    83        
     8    77        
    36    71        
    82    26        
    56    50        
    85    43        
    85    12        
     6    27        
    38    44        
    82    8         
    94    65        
    99    61        
    47    24        
    74    47        
    85    86        
    31    76        
    48    79        
    86    67        
    62    16        
    16    72        
    74    68        
    84    62        
    56    36        
    91    38        
    21    38        
     2    88        
    43    71        
    78    11        
    43    38        
    41    7         
    84    45        
    21    17        
    71    71        
    78    24        
    93    100       
     4    59        
    63    81        
    82    2         
    24    34        
    17    68        
    63    47        
    58    93        
    37    2         
     7    3         
    37    73        
    79    35        
    49    17        
    90    12        
    78    42        
    38    4         
    10    38        
    90    72        
    40    94        
     6    36        
    43    24        
    28    56        
    76    72        
    70    36        
    17    90        
    57    33        
    14    65        
    37    44        
    93    45        
    46    64        
    59    71        
    76    60        
    20    40        
    34    18        
     6    2         
    43    87        
    84    42        
    29    90        
    22    40        
    55    31        
    42    23        
    88    99        
     9    62        
    83    50        
    34    97        
    61    20        
    12    48        
    67    86        
     9    78        
    40    29        
    63    67        
    50    25        
    62    51        
    21    94        
    83    56        
    14    21        
    16    45        
    80    61        
     8    66        
    63    1         
    63    8         
    26    5         
    17    39        
    64    33        
    63    30        
    98    34        
    55    21        
    42    48        
    40    25        
    81    17        
     3    69        
    17    100       
    35    76        
    74    64        
    55    4         
    80    68        
    35    68        
    37    50        
    98    14        
    61    57        
     6    41        
    31    47        
    88    30        
    77    91        
    83    75        
    73    30        
    39    46        
    99    82        
    99    47        
    75    99        
    11    31        
    73    24        
    40    62        
    95    62        
    88    50        
    49    47        
    31    70        
    92    7         
    36    58        
    71    91        
    43    65        
    61    80        
    88    75        
    33    55        
    82    79        
     5    23        
    98    2         
    97    69        
     4    96        
    20    49        
    10    8         
    75    35        
    28    32        
    51    50        
    34    8         
    54    50        
    44    71        
    41    14        
    59    31        
    81    25        
    49    27        
    32    73        
    42    86        
    10    53        
    91    49        
   100    99        
    78    18        
    61    48        
    62    53        
    69    45        
    36    8         
    38    64        
    83    44        
    23    11        
    67    71        
    60    12        
    19    46        
    82    91        
    69    33        
    97    7         
    92    90        
    89    49        
    68    59        
    11    99        
    28    41        
    20    4         
    24    23        
    89    53        
    65    46        
    54    25        
    17    47        
    62    78        
    62    14        
    13    27        
    65    50        
    46    72        
    78    85        
    25    3         
    67    61        
    31    2         
    95    3         
    16    67        
    34    83        
    23    11        
    35    17        
    31    79        
    75    78        
    42    24        
    55    47        
    55    45        
    51    58        
    18    90        
    78    84        
    34    60        
    71    54        
    65    52        
     5    32        
    91    10        
    97    15        
    64    25        
    25    15        
    27    62        
